1.1415315888933508,1.1468665338413018,1.173340952657648,1.199815371473994,1.3495032348942761,1.499191098314558,1.86027370041879
10.0,100.0,300.0,1000.

0.0,0,0,0
0.0,0,0,0
9.29213936060175,99.89049812646869,148.6742297696279,0
9.29213936060175,99.89049812646869,131.2514684684995,0
8.859473518309649,98.71984777545026,298.69082147443964,830.2592325730141
8.859473518309649,98.71984777545026,298.69082147443964,828.9935934989699
9.061449106479257,98.16569865352514,298.5609330053993,895.3254905002698
0.0,0,0,0
0.0,0,0,0
8.0,86.0,128.0,0
8.0,86.0,113.0,0
7.0,78.0,236.0,656.0
7.0,78.0,236.0,655.0
6.0,65.0,210.0,679.0
0.0,0,0,0
0.0,0,0,0
0.72,17.279999999999998,25.2,0
1.7999999999999998,16.560000000000002,23.04,0
1.4399999999999997,18.359999999999996,50.4,156.6
1.7999999999999998,17.999999999999996,51.48,155.87999999999997
1.7999999999999998,16.56,44.279999999999994,153.35999999999999
